Ontfangen	O
een	O
missive	O
vande	O
Heeren	B-PER
van	I-PER
Raesfelt	I-PER
,	I-PER
Merode	I-PER
,	I-PER
Crommon	I-PER
ende	I-PER
Renswoude	I-PER
,	I-PER
hare	B-HOE
Ho	I-HOE
:	I-HOE
Mo	I-HOE
:	I-HOE
Gedeputeerden	I-HOE
te	I-HOE
Velde	I-HOE
,	O
geschreven	O
tot	O
Swoll	B-LOC
den	O
tweentwintichsten	B-DAT
deses	I-DAT
tenderende	O
om	O
de	O
geallegeerde	O
redenen	O
dat	O
hun	O
noch	O
meerder	O
macht	O
van	O
Crijchsvolck	B-HOE
moge	O
toegesonden	O
werden	O
:	O
Waerop	O
gedelibereert	O
sijnde	O
,	O
Is	O
goetgevonden	O
ende	O
verstaen	O
,	O
dat	O
de	O
voorschreve	O
missive	O
copielick	O
gesonden	O
sal	O
werden	O
aenden	O
Raet	B-ORG
van	I-ORG
State	I-ORG
,	O
om	O
te	O
adviseren	O
,	O
sullende	O
dese	O
resolutie	O
werden	O
uijtgegeven	O
sonder	O
resumptie	O
.	O
.	O
.	O
