OP	O
de	O
Requeste	O
van	O
de	O
Hoofdossicieren	O
en	O
Ritmeesters	O
van	O
bet	O
Regiment	O
Gavallerye	O
van	O
den	O
Collonel	B-PER
Schack	I-PER
.	O
1085	O
na	O
voorgaande	O
deliberatie	O
goedgevonden	O
en	O
verstaan	O
,	O
dat	O
een	O
Pasport	O
in	O
behoorlijcke	O
forma	O
zal	O
werden	O
gedepescheert	O
,	O
om	O
twee	O
en	O
dertigh	O
Paarden	O
tot	O
Recruteeringh	O
van	O
haar	O
Compagnien	O
naar	O
Naamen	O
te	O
moogen	O
uytvoeren	O
,	O
vry	O
en	O
sonder	O
betaalinge	O
van	O
'	O
s	O
Lands	O
gereghtigheyt	O
,	O
mits	O
dat	O
het	O
jaar	O
,	O
hair	O
en	O
teycken	O
van	O
de	O
voorsz	O
Paarden	O
op	O
het	O
eerste	O
Comptoir	O
op	O
het	O
Pasport	O
sal	O
moeten	O
werden	O
aangeteyckent	O
.	O
