ONtfangen	O
een	O
Missivé	O
van	O
den	O
Raadt	O
van	O
Staate	O
,	O
geschreven	O
alhier	O
in	O
den	O
Hage	O
den	O
tweeden	O
deser	O
loopende	O
maandt	O
,	O
houdende	O
,	O
in	O
gevolge	O
ende	O
rot	O
voldoeninge	O
van	O
haar	O
Hoogh	O
Mogende	O
Resolutie	O
van	O
den	O
negentienden	O
der	O
,	O
voorlede	O
maandt	O
,	O
der	O
selver	O
advis	O
op	O
de	O
Requeste	O
van	O
de	O
Regenten	B-HOE
van	I-HOE
Baakel	I-HOE
,	I-HOE
Quartier	I-HOE
van	I-HOE
Peellandt	I-HOE
,	I-HOE
Meyerye	I-HOE
van	I-HOE
'	I-HOE
s	I-HOE
Hertogenbosch	I-HOE
,	O
versoeckende	O
,	O
om	O
,	O
voor	O
den	O
tydt	O
van	O
tien	O
jaaren	O
,	O
jaarlijks	O
reelijck	O
te	O
mogen	O
omslaan	O
vier	O
vyfde	O
parten	O
van	O
een	O
verpondinge	O
,	O
ingaande	O
met	O
den	O
eersten	O
Januari	O
laatstleden	O
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedtgevonden	O
ende	O
verstaan	O
,	O
dat	O
aan	O
de	O
voornoemde	O
Regenten	B-HOE
van	I-HOE
Baakel	I-HOE
sal	O
werden	O
geaecordeert	O
,	O
soo	O
als	O
haar	O
geaccordeert	O
werdt	O
mits	O
desen	O
,	O
om	O
,	O
voor	O
den	O
tydt	O
van	O
negen	O
jaaren	O
,	O
jaarlijks	O
reelijck	O
te	O
mogen	O
omslaan	O
vier	O
vyfde	O
parten	O
van	O
een	O
verpondingh	O
,	O
ingaande	O
met	O
den	O
eersten	O
Januarii	O
laatstleden	O
,	O
met	O
last	O
,	O
dat	O
de	O
registratie	O
van	O
dese	O
haar	O
Hoogh	O
Mog	O
.	O
Concessie	O
gedaan	O
werden	O
ten	O
Comptoire	O
van	O
de	O
Domeynen	O
in	O
het	O
Quartier	O
van	O
'	O
s	O
Hertogenbosch	O
,	O
om	O
den	O
Raadt	B-HOE
en	I-HOE
Rentmeester	I-HOE
generaal	I-HOE
der	I-HOE
Domeynen	I-HOE
te	O
strecken	O
tot	O
narichtinge	O
.	O
