IS	O
ter	O
Vergaderinge	O
gelesen	O
de	O
Requeste	O
van	O
Maria	O
Isabella	O
Berthout	O
van	O
Mechelen	B-LOC
,	O
Weduwe	O
wylen	O
Leonard	O
Francois	O
de	O
Dingens	O
,	O
Vrouwe	O
van	O
Westdorp	B-LOC
,	I-LOC
gelegen	I-LOC
in	I-LOC
Staats-Vlaanderen	I-LOC
tusschen	I-LOC
Axel	I-LOC
en	I-LOC
Zas	I-LOC
van	I-LOC
Gent	I-LOC
;	O
versoeckende	O
,	O
om	O
redenen	O
daar	O
by	O
gemeldt	O
,	O
haar	O
Hoogh	O
Mogende	O
Resolutie	O
,	O
waar	O
by	O
den	O
Collonel	O
de	O
la	O
Rocque	O
,	O
Commandeur	O
van	O
Zas	O
van	O
Gent	O
,	O
mitsgaders	O
de	O
Ingezetenen	O
van	O
Westdorp	B-LOC
moge	O
werden	O
'	O
gelast	O
,	O
te	O
gehengen	O
en	O
te	O
gedogen	O
,	O
dat	O
seecker	O
Veer	O
van	O
Westdorp	B-LOC
op	I-LOC
Zas	I-LOC
van	I-LOC
Gent	I-LOC
,	O
breeder	O
by	O
de	O
voorschreve	O
Requeste	O
gemeldt	O
,	O
by	O
haar	O
Suppliante	O
werde	O
verpacht	O
,	O
soodanigh	O
,	O
dat	O
de	O
revenuen	O
daar	O
van	O
door	O
haar	O
worden	O
geprofiteert	O
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedtgevonden	O
ende	O
verstaan	O
,	O
dat	O
Copie	O
van	O
de	O
voorschreve	O
Requeste	O
gesonden	O
sal	O
werden	O
aan	O
den	O
Raadt	O
van	O
Staate	O
,	O
om	O
der	O
selver	O
advis	O
daar	O
op	O
aan	O
haar	O
Hoogh	O
Mogende	O
te	O
laten	O
toekomen	O
.	O
