Stier	O
Vergaderinge	O
geleesen	O
de	O
Requeste	O
2	O
van	O
Willem	B-PER
dlendrik	I-PER
van	I-PER
Steenberg	I-PER
,	I-PER
.	I-PER
Raad	B-HOE
in	I-HOE
den	I-HOE
Hove	B-ORG
van	I-ORG
Policie	I-ORG
en	I-ORG
eri	I-ORG
-	I-ORG
.	I-ORG
mineele	I-ORG
Justitie	I-ORG
,	I-ORG
te	I-ORG
Surindame	B-LOC
,	O
als	O
by	O
den	O
Testamente	O
van	O
wylen	B-HOE
Carel	I-PER
Otto	I-PER
Greutz	I-PER
,	I-PER
in	B-HOE
sijn	I-HOE
leeven	I-HOE
gudste	I-HOE
Raad	I-HOE
in	I-HOE
opgemelden	I-HOE
Hove	I-HOE
,	O
(	O
als	O
door	O
het	O
overlyden	O
van	O
Johan	B-PER
,	I-PER
Joachim	I-PER
Werkenteyn	I-PER
alleen	O
overgebleevene	O
,	O
Executeur	B-HOE
van	I-HOE
den	I-HOE
Testamente	I-HOE
,	I-HOE
en	I-HOE
beheerende	I-HOE
den	I-HOE
Boedel	I-HOE
van	I-HOE
Maria	B-PER
Janssen	I-PER
,	I-PER
Weduwe	I-PER
FE	I-PER
.	I-PER
G	I-PER
,	I-PER
Bosse	I-PER
,	I-HOE
aangestelden	I-HOE
Executeur	I-HOE
-	I-HOE
van	I-HOE
de	I-HOE
Plantage	B-NAM
Salsthale	I-NAM
,	I-HOE
by	I-HOE
de	I-HOE
voornoemde	I-HOE
Weduwe	B-HOE
Bosse	I-PER
,	I-HOE
met	I-HOE
de	I-HOE
dood	I-HOE
ontruimd	I-HOE
-	I-HOE
en	I-HOE
nagelaaten	I-HOE
)	I-HOE
en	O
Jacob	B-PER
Hendrik	I-PER
Saffin	I-PER
,	I-PER
Oudraad	B-HOE
in	I-HOE
den	I-HOE
Hove	I-HOE
voornoemd	I-HOE
,	O
als	O
by	O
Acte	O
in	O
dato	O
den	O
tienden	B-DAT
November	I-DAT
seeventien	I-DAT
-	I-DAT
honderd	I-DAT
twee	I-DAT
en	I-DAT
destig	I-DAT
door	O
den	O
voornoemde	O
Willem	B-PER
Hendrik	I-PER
van	I-PER
Steenberg	I-PER
,	I-PER
in	I-PER
sijn	I-PER
voorschreeve	I-PER
qualiteit	I-PER
geassumeerde	I-PER
Meede-Executeur	I-PER
,	O
in	O
die	O
qualiteit	O
advoueerende	O
de	O
procedures	O
voor	O
haar	O
Hoog	O
Mogende	O
gevoert	O
tusschen	O
den	O
voornoemde	O
Carel	B-PER
Otto	I-PER
Creutz	I-PER
,	O
houdende	O
,	O
dat	O
sy	O
Supplianten	O
in	O
hunne	O
voorschreeve	O
qualiteit	O
hadden	O
geobtineert	O
haar	O
Hoog	O
Mogende	O
Appointement	O
van	O
dato	O
den	O
een	B-DAT
en	I-DAT
dertigsten	I-DAT
Maart	I-DAT
laatstleeden	I-DAT
,	O
neevens	O
de	O
voorschreeve	O
Requeste	O
gevoegt	O
,	O
waar	O
by	O
haar	O
Hoog	O
Mogende	O
der	O
Supplianten	O
Declaratie	O
van	O
kosten	O
hadden	O
gelieven	O
te	O
stellen	O
in	O
handen	O
van	O
,	O
Parthyen	O
om	O
die	O
te	O
voldoen	O
,	O
of	O
daar	O
tegens	O
te	O
diminueeren	O
binnen	O
drie	O
weeken	O
na	O
-	O
insinuatie	O
;	O
welk	O
voorsz	O
Appointement	O
dan	O
-	O
ook	O
op	O
den	O
tweeden	B-DAT
April	I-DAT
daar	I-DAT
aan	I-DAT
volgende	I-DAT
door	O
den	O
Kamerbewaarder	B-HOE
J	I-PER
Overr	I-PER
duyn	I-PER
aan	O
den	O
Procureur	B-HOE
Ploos	I-PER
van	I-PER
Amstel	I-PER
,	O
als	O
Procureur	O
van	O
Parthyen	O
was	O
geinsinueert	O
-	O
geworden	O
,	O
consteerende	O
uit	O
het	O
Relaas	O
meede	O
neevens	O
de	O
voorsz	O
Requeste	O
gevoegt	O
;	O
dat	O
gemelde	O
tyd	O
van	O
drie	O
weeken	O
was	O
koormen	O
te	O
élabeeren	O
,	O
en	O
Parthy	O
tot	O
hier	O
toe	O
-	O
in	O
gebreeken	O
was	O
gebleeven	O
aan	O
haar	O
Hoog	O
Mog	O
.	O
Appointement	O
te	O
voldoen	O
;	O
versoekende	O
de	O
Supplianten	O
derhalven	O
haar	O
Hoog	O
Mog	O
.	O
Appointement	O
,	O
waar	O
by	O
Parthyen	O
of	O
desselfs	O
Procureur	O
word	O
versteeken	O
van	O
diminutie	O
,	O
salvo	O
purge	O
te	O
veertien	O
daagen	O
na	O
insinuatie	O
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedgevonden	O
en	O
verstaan	O
,	O
dat	O
Parthye	O
van	O
het	O
dienen	O
van	O
diminuatie	O
sal	O
worden	O
gehouden	O
voor	O
versteeken	O
,	O
Jalun	O
purge	O
binnen	O
veertien	O
daagen	O
na	O
insinuatie	O
deeses	O
.	O
