ONtfangen	O
een	O
Missivé	O
van	O
het	O
Collegie	O
ter	O
Admiraliteyt	O
op	O
de	O
Maze	O
,	O
geschreven	O
tot	O
Rotterdam	O
den	O
sevenden	O
deser	O
loopende	O
maandt	O
,	O
houdende	O
,	O
dat	O
het	O
gemelde	O
Collegie	O
op	O
den	O
sevenden	O
Januarii	O
deses	O
jaars	O
,	O
aan	O
haar	O
Hoogh	O
Mogende	O
hadden	O
gecommuniceert	O
het	O
geene	O
de	O
selve	O
hadde	O
kunnen	O
verneemen	O
omtrent	O
den	O
uytvoer	O
van	O
Hoepen	O
,	O
gedaan	O
in	O
kraghte	O
van	O
haar	O
Hoogh	O
Mogende	O
Concessie	O
van	O
den	O
seventienden	O
Junii	O
seventien	O
hondert	O
seven	O
en	O
twintigh	O
,	O
aan	O
die	O
van	O
het	O
Brouwers	O
Gilde	O
te	O
Antwerpen	O
verleent	O
.	O
Dat	O
sy	O
sedert	O
hadden	O
ontfangen	O
haar	O
Hoogh	O
Mogende	O
Resolutie	O
van	O
den	O
veertienden	O
Januarii	O
laatstleden	O
,	O
en	O
ter	O
executie	O
van	O
gemelde	O
Resolutie	O
de	O
Acte	O
van	O
Concessie	O
ten	O
Comptoire	O
tot	O
Gornichem	O
hadden	O
doen	O
intrecken	O
,	O
dat	O
daar	O
op	O
aan	O
het	O
gemelde	O
Collegie	O
sigh	O
hadde	O
geaddresseert	O
Marcelis	O
Jorisse	O
,	O
Schipper	B-HOE
woonaghtigh	I-HOE
tot	I-HOE
Hardinghs	I-HOE
-	I-HOE
veldt	I-HOE
,	O
dewelcke	O
te	O
kennen	O
gaf	O
,	O
dat	O
,	O
na	O
dat	O
die	O
van	O
het	O
Brouwers	O
Gilde	O
te	O
Antwerpen	O
de	O
voorschreve	O
Concessie	O
aan	O
haar	O
Hoogh	O
Mogende	O
hadden	O
geobtineert	O
,	O
die	O
aan	O
hem	O
door	O
Jan	O
van	O
Hoornbeeck	O
,	O
Brouwer	B-HOE
tot	I-HOE
Antwerpen	I-HOE
,	O
was	O
verkogt	O
,	O
aan	O
wie	O
hy	O
daar	O
voor	O
hadde	O
betaalt	O
vyf	O
en	O
veertigh	O
rycksdaalders	O
,	O
Jat	O
hy	O
op	O
die	O
Concessie	O
in	O
verscheyde	O
reysen	O
naar	O
Antwerpen	O
hadden	O
uytgevoert	O
hondert	O
duysent	O
Hoepen	O
)	O
dat	O
hy	O
t'elckens	O
by	O
lijn	O
arrivement	O
aldaar	O
,	O
door	O
den	O
Knaap	B-HOE
van	I-HOE
het	I-HOE
Kuypers	I-HOE
Ambaght	I-HOE
de	O
weete	O
hadde	O
doen	O
doen	O
aan	O
alle	O
de	O
Brouwers	B-HOE
en	I-HOE
de	I-HOE
Kuypers	I-HOE
binnen	I-HOE
Antwerpen	I-HOE
,	O
ten	O
eynde	O
yeder	O
van	O
hun	O
moghte	O
komen	O
om	O
te	O
koopen	O
het	O
geen	O
hun	O
nodigh	O
was	O
,	O
ten	O
dien	O
eynde	O
overgevende	O
de	O
Verklaringe	O
,	O
waar	O
van	O
Copie	O
nevens	O
de	O
voorschreve	O
Missive	O
hadde	O
gevoeght	O
,	O
en	O
versoeckende	O
,	O
als	O
dat	O
nietwes	O
gepecceert	O
hebbende	O
,	O
dat	O
hem	O
de	O
Acte	O
van	O
permissie	O
wederom	O
gegeven	O
moghte	O
werden	O
,	O
en	O
alsoo	O
het	O
effect	O
te	O
kunnen	O
hebben	O
,	O
om	O
de	O
nogh	O
resteerende	O
hondert	O
duysent	O
Hoepen	O
,	O
tot	O
verhoedinge	O
van	O
sijne	O
schade	O
,	O
te	O
mogen	O
vervoeren	O
,	O
welck	O
versoeck	O
het	O
gemelde	O
Collegie	O
ter	O
Admiraliteyt	O
,	O
als	O
strydigh	O
met	O
gemelde	O
haar	O
Hoogh	O
Mogende	O
Resolutie	O
van	O
den	O
veertienden	O
Januarii	O
,	O
niet	O
hadden	O
konnen	O
accordeeren	O
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedtgevonden	O
ende	O
verstaan	O
,	O
dat	O
aan	O
het	O
gemelde	O
Collegie	O
ter	O
Admiraliteyt	O
sal	O
werden	O
gerescribeert	O
,	O
dat	O
sy	O
de	O
voorschreve	O
Acte	O
van	O
permissie	O
aan	O
gemelden	O
Mercelis	O
Jorisse	O
sullen	O
mogen	O
restitueeren	O
,	O
om	O
daar	O
op	O
de	O
resteerende	O
hondert	O
duysent	O
Hocpen	O
te	O
mogen	O
uytvoeren	O
naar	O
Antwerpen.l	O
Duit	O
wyders	O
aan	O
het	O
gemelde	O
Brouwers	O
Gilde	O
van	O
Antwerpen	O
sal	O
werden	O
getoont	O
haar	O
Hoogh	O
Mogende	O
ongenoegen	O
over	O
de	O
ondcugende	O
manier	O
waar	O
op	O
sy	O
haar	O
Hoogh	O
Mogende	O
hebben	O
soecken	O
te	O
abuseeren	O
,	O
als	O
mede	O
daar	O
over	O
,	O
dat	O
sy	O
haar	O
Hoogh	O
Mogende	O
gracieuse	O
Concessie	O
en	O
dispensatie	O
aan	O
de	O
Ingezetenen	O
van	O
den	O
Staat	O
ten	O
duurste	O
-	O
komen	O
te	O
verkopen	O
.	O
