Opt	O
aenhouden	O
vande	O
Misnoechde	O
Participanten	O
Is	O
gelesen	O
de	O
requeste	O
by	O
haer	O
gepresenteert	O
den	O
xxvijen	O
.	O
Octobris	O
lestleden	O
,	O
meest	O
tenderende	O
om	O
te	O
mogen	O
becomen	O
ende	O
genieten	O
inde	O
Camer	B-ORG
van	I-ORG
Amsterdam	I-ORG
de	O
vier	O
hooftparticipanten	O
,	O
haer	O
by	O
ampliatie	O
vant	O
Octroy	O
toegestaen	O
,	O
mitsgadere	O
om	O
te	O
hebben	O
verclaringe	O
vande	O
dependentie	O
ende	O
qualiteyt	O
vande	O
selve	O
hooftparticipanten	O
,	O
in	O
conformiteyt	O
vande	O
hooftparticipanten	O
geeligeert	O
inde	O
Cameren	B-ORG
van	I-ORG
Middelborch	I-ORG
,	I-ORG
Hoorn	I-ORG
,	I-ORG
ende	I-ORG
Delft	I-ORG
,	O
Gelyck	O
mede	O
gelesen	O
Is	O
d'antwoort	O
byde	O
Bewinthebberen	B-ORG
vande	I-ORG
Oostindische	I-ORG
Compe	I-ORG
.	O
den	O
xven	O
.	O
Novembris	O
lestleden	O
daerop	O
gegeven	O
,	O
Ende	O
naer	O
deliberatie	O
Is	O
goetgevonden	O
te	O
committeren	O
gelyck	O
gecommitteert	O
werden	O
by	O
desen	O
de	O
heeren	O
van	O
Noortwycke	O
Beaumont	O
,	O
ende	O
Schafter	O
om	O
het	O
versouck	O
vande	O
Supplten	O
mitsgaders	O
d'antwoort	O
vande	O
Bewinthebberen	O
te	O
confereren	O
met	O
het	O
Octroy	O
ende	O
ampliatie	O
van	O
dien	O
ende	O
daervan	O
rapport	O
te	O
doen	O
.	O
